Spalte1;10002;20003;30004;40005;50006;60007;70008;80009;900010;1000011
00:00;0;0;0;0;0;0;0;0;0;0
00:15;0;0;0;0;0;0;0;0;0;0
00:30;0;0;0;0;0;0;0;0;0;0
00:45;0;0;0;0;0;0;0;0;0;0
01:00;0;0;0;0;0;0;0;0;0;0
01:15;0;0;0;0;0;0;0;0;0;0
01:30;0;0;0;0;0;0;0;0;0;0
01:45;0;0;0;0;0;0;0;0;0;0
02:00;0;0;0;0;0;0;0;0;0;0
02:15;0;0;0;0;0;0;0;0;0;0
02:30;0;0;0;0;0;0;0;0;0;0
02:45;0;0;0;0;0;0;0;0;0;0
03:00;0;0;0;0;0;0;0;0;0;0
03:15;0;0;0;0;0;0;0;0;0;0
03:30;0;0;0;0;0;0;0;0;0;0
03:45;0;0;0;0;0;0;0;0;0;0
04:00;0;0;0;0;0;0;0;0;0;0
04:15;0;0;0;0;0;0;0;0;0;0
04:30;0;0;0;0;0;0;0;0;0;0
04:45;0;0;0;0;0;0;0;0;0;0
05:00;0;0;0;0;0;0;0;0;0;0
05:15;0;0;0;0;0;0;0;0;0;0
05:30;0;0;0;0;0;0;0;0;0;0
05:45;0;0;0;0;0;0;0;0;0;0
06:00;0;0;0;0;0;0;0;0;0;0
06:15;0;0;0;0;0;0;0;0;0;0
06:30;0;0;0;0;0;0;0;0;0;0
06:45;0;0;0;0;0;0;0;0;0;0
07:00;0;0;0;0;0;0;0;0;0;0
07:15;0;0;0;0;0;0;0;0;0;0
07:30;0;0;0;0;0;0;0;0;0;0
07:45;0;0;0;0;0;0;0;0;0;0
08:00;0;0;0;0;0;0;0;0;0;0
08:15;0;0;0;0;0;0;0;0;0;0
08:30;0;0;0;0;0;0;0;0;0;0
08:45;0;0;0;0;0;0;0;0;0;0
09:00;0;0;0;0;0;0;0;0;0;0
09:15;0;0;0;0;0;0;0;0;0;0
09:30;0;0;0;0;0;0;0;0;0;0
09:45;0;0;0;0;0;0;0;0;0;0
10:00;0;0;0;0;0;0;0;0;0;0
10:15;0;0;0;0;0;0;0;0;0;0
10:30;0;0;0;0;0;0;0;0;0;0
10:45;0;0;0;0;0;0;0;0;0;0
11:00;0;0;0;0;0;0;0;0;0;0
11:15;0;0;0;0;0;0;0;0;0;0
11:30;0;0;0;0;0;0;0;0;0;0
11:45;0;0;0;0;0;0;0;0;0;0
12:00;0;0;0;0;0;0;0;0;0;0
12:15;0;0;0;0;0;0;0;0;0;0
12:30;0;0;0;0;0;0;0;0;0;0
12:45;0;0;0;0;0;0;0;0;0;0
13:00;0;0;0;0;0;0;0;0;0;0
13:15;0;0;0;0;0;0;0;0;0;0
13:30;0;0;0;0;0;0;0;0;0;0
13:45;0;0;0;0;0;0;0;0;0;0
14:00;0;0;0;0;0;0;0;0;0;0
14:15;0;0;0;0;0;0;0;0;0;0
14:30;0;0;0;0;0;0;0;0;0;0
14:45;0;0;0;0;0;0;0;0;0;0
15:00;0;0;0;0;0;0;0;0;0;0
15:15;0;0;0;0;0;0;0;0;0;0
15:30;0;0;0;0;0;0;0;0;0;0
16:00;0;0;0;0;0;0;0;0;0;0
16:15;0;0;0;0;0;0;0;0;0;0
16:30;0;0;0;0;0;0;0;0;0;0
16:45;0;0;0;0;0;0;0;0;0;0
17:00;0;0;0;0;0;0;0;0;0;0
17:15;0;0;0;0;0;0;0;0;0;0
17:30;0;0;0;0;0;0;0;0;0;0
17:45;0;0;0;0;0;0;216.296209;0;0;0
18:00;0;0;0;0;0;0;0;0;0;0
18:15;0;400;0;0;0;150;0;0;0;0
18:30;540;139.7018613;0;0;0;750;0;0;0;0
18:45;750;0;0;0;0;51.259476;0;0;0;0
19:00;750;0;0;307.5;0;0;0;750;0;0
19:15;750;0;0;750;0;0;0;704.75;0;0
19:30;359;0;0;268;0;0;0;0;0;0
19:45;0;0;0;0;0;0;0;0;0;0
20:00;0;0;0;0;0;0;0;0;0;0
20:15;0;0;0;0;0;0;0;0;0;0
20:30;0;0;0;0;0;0;0;0;0;0
20:45;0;0;0;0;0;0;0;0;0;0
21:00;0;0;0;0;0;0;0;0;0;0
21:15;0;0;0;0;0;0;0;0;150;0
21:30;0;0;0;0;0;0;0;0;750;0
21:45;0;0;750;0;200;0;0;0;750;0
22:00;0;0;750;0;738.3844435;0;0;0;750;50
22:15;0;0;750;0;0;0;0;0;562.294423;750
22:30;0;0;76.09244825;0;0;0;0;0;0;750
22:45;0;0;0;0;0;0;0;0;0;750
23:00;0;0;0;0;0;0;0;0;0;750
23:15;0;0;0;0;0;0;0;0;0;750
23:30;0;0;0;0;0;0;0;0;0;33.38163425
23:45;0;0;0;0;0;0;0;0;0;0
00:00;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0
